user	degree	ndcg20
1	40	0.4177732955191408
2	56	0.41240571126468506
3	29	0.22602436039787252
4	17	0.0
5	67	0.4298576283743946
6	39	0.19298623480417015
7	21	0.6843515475204855
8	69	0.10625587376983439
9	52	0.4641144964677172
10	249	0.5768700182065218
11	58	0.24307962080326243
12	9	0.6164336326286645
13	29	0.6075280988815959
14	12	0.23981246656813146
15	75	0.4346957571586058
16	10	0.2538058616552966
17	130	0.5987148104529816
18	160	0.5828279924512306
19	118	0.3094590520824183
20	18	0.5
22	101	0.10901971427476656
23	100	0.15544973047431598
24	87	0.457504336646042
25	42	0.3183191637810562
26	82	0.03233829114831982
27	37	0.3794505613105596
28	51	0.21140726432876308
29	42	0.34299806627372154
30	18	0.0
31	56	0.3463773410061533
32	19	0.2310197975791217
33	161	0.5295030710055006
34	92	0.29771871468108557
35	91	0.14204003963365733
36	247	0.5493683136294564
37	28	0.12326814518864636
38	50	0.19109443764673187
39	26	0.4321090055184804
40	37	0.16369774716484137
41	12	0.0
42	107	0.531776643139065
43	17	0.0
44	98	0.16447623214760151
45	76	0.20509078399825884
46	31	0.5249810332008934
47	14	0.13565197343244778
48	124	0.43774531010565854
49	45	0.1856246546622184
50	11	0.0
51	21	0.10699313236726378
52	37	0.2866947838378337
53	422	0.6896708852832127
54	29	0.7536976112592702
55	12	0.5730016628843441
56	39	0.3072161009070447
57	25	0.0
58	262	0.3768652347591441
59	85	0.30146551871526084
60	29	0.0
61	6	0.0
62	229	0.15823281888408425
63	34	0.3973467301171055
64	16	0.13743816645714543
65	87	0.5231750451611187
66	13	0.7039180890341348
67	47	0.254760567396744
68	39	0.16479243499613414
69	42	0.27830024684279986
70	28	0.499143389843373
71	17	0.20438239758848614
72	26	0.09032543842038995
73	95	0.3416614476463016
74	23	0.19305050952434957
75	114	0.3212461113990609
76	63	0.23495442358569185
77	7	0.6741523135705711
78	66	0.15516080242425803
79	14	0.0
80	27	0.19092086617893464
81	55	0.2684384121582525
82	67	0.3972775780250489
83	45	0.5254382379462901
84	18	0.7365896932159579
85	13	0.0
86	36	0.3026024134988135
87	18	0.5704707007904075
88	45	0.5471379851007278
89	10	0.2960819109658653
90	84	0.037306750366444645
91	33	0.6283773895862159
92	114	0.38219494905944623
93	59	0.3678460729192889
94	11	0.0
95	41	0.3392857388566207
96	36	0.45680980145197025
97	118	0.3421731586923696
98	10	0.20438239758848614
99	39	0.07596161868673497
100	15	0.6295516106099185
101	78	0.13780527785828597
102	49	0.19519669765211467
103	70	0.4882706281098382
104	20	0.0
105	40	0.3221012036511352
106	30	0.22433942478042054
107	59	0.28585870075645486
108	13	0.08887792306803075
109	55	0.29835983478682065
110	27	0.3727892582642587
