user	degree	ndcg20
1	44	0.297385708914353
2	38	0.20560135401789822
3	4	0.5
4	39	0.34151955458073735
5	75	0.037306750366444645
6	19	0.0
8	21	0.13565197343244778
9	2	0.0
10	61	0.0
11	40	0.3221805762713283
12	151	0.0
13	70	0.4221557499724104
14	43	0.0
15	20	0.0
16	8	0.6131471927654585
17	6	0.0
18	11	0.0
19	48	0.14204003963365733
20	7	0.10549558423511039
21	11	0.0
23	33	0.16560004251267646
24	3	0.0
25	1	0.0
26	171	0.37145339935819915
28	40	0.3886004375400223
29	18	0.0
30	9	0.0
32	3	0.0
33	15	0.0
34	16	0.15649232853484363
35	9	0.30102999566398114
36	86	0.0
38	21	0.11253888879546763
39	51	0.13012668333070057
40	138	0.0
41	12	0.27023815442731974
42	21	0.27511470787260023
43	14	0.0
44	11	0.0
45	20	0.0
46	40	0.06474271459046578
47	95	0.2116937215238033
48	14	0.227804435066758
49	48	0.09426308007244513
50	4	0.0
51	82	0.20321335501168922
52	31	0.0
53	1	0.0
54	5	0.30657359638272924
55	2	0.0
56	91	0.04930069892507246
57	31	0.0794570794327674
58	47	0.31786997632999986
59	65	0.09586820699422145
62	36	0.0
63	32	0.43734888382569426
64	227	0.22738589530714293
67	89	0.0
68	52	0.15844586307732833
69	13	0.21398626473452756
70	114	0.14456587527532933
72	29	0.6151650273748008
73	21	0.0
74	16	0.0
75	361	0.1402944437454715
76	110	0.06818766408358207
77	35	0.05633425377856013
78	79	0.09586820699422145
79	69	0.0952202298987013
81	42	0.0
82	16	0.4676164214719374
83	19	0.24630238874073
84	103	0.28398532563974643
85	52	0.1089364926177559
86	8	0.0
88	77	0.31278630131825913
89	63	0.3677488655894012
90	18	0.0
91	38	0.07414861528507455
92	3	0.0
93	79	0.0819813501974817
94	64	0.06943122193677727
95	10	0.0
96	2	0.0
97	14	0.0
98	3	0.0
99	29	0.1625943092256262
100	33	0.0901000086523677
101	30	0.1685459192852974
102	146	0.1492883422402746
103	53	0.0
104	8	0.16978650432104536
105	1	0.0
107	53	0.24601931360746299
108	41	0.10836246763959095
109	12	0.0
110	55	0.19933737237612598
111	7	0.37029133644382606
112	11	0.0
113	14	0.0
114	50	0.316060924332621
115	10	0.2721689630280262
116	1	0.0
117	2	0.0
118	12	0.6309297535714574
119	23	0.45390362024822023
121	9	0.0
122	216	0.2538090379863063
123	13	0.0
124	105	0.3440271542017702
126	16	0.12011565579805132
127	85	0.31229111051966213
128	24	0.09189894336865459
129	156	0.258722102103155
130	186	0.12303806840971332
131	176	0.1550531941761592
132	12	0.08908027021823442
134	61	0.3057942490271929
135	15	0.14606834984270647
136	5	0.0
137	41	0.1695801026368081
138	17	0.1695801026368081
139	78	0.19152856051606015
140	11	0.6105858728157116
141	94	0.13587544411668737
142	104	0.3359947372481028
143	16	0.0
144	6	0.0
145	60	0.3314291830482727
146	98	0.1016847196906126
147	8	0.26264953503719357
148	2	0.0
149	35	0.057807000083705436
151	8	0.0
152	64	0.15377710137800768
153	5	0.0
154	67	0.1963579357992893
156	31	0.08440880858250024
157	375	0.29160440177145636
158	47	0.25744067176005675
160	86	0.11207879920371773
163	7	0.0
164	19	0.0
165	64	0.08510814494986053
167	9	1.0
171	35	0.2417099703313976
172	45	0.18405887942902052
173	24	0.37517024466943355
174	9	0.0
175	8	0.0
177	18	0.3900741276002217
178	44	0.12221197128405663
181	13	0.38685280723454163
182	4	0.19342640361727081
183	19	0.0
184	39	0.06651377189902621
185	8	0.0
187	60	0.08961728720334346
188	65	0.1089364926177559
189	173	0.23165732683700077
191	69	0.24529596225077166
192	20	0.0
193	29	0.0
194	10	0.2960819109658653
196	27	0.7039180890341348
197	16	0.10699313236726378
198	3	0.43067655807339306
199	23	0.0
200	2	0.0
201	27	0.07979453856244817
202	298	0.3172780510771434
203	3	0.0
205	76	0.13882067282516555
206	11	0.0
207	32	0.12232782015296824
208	102	0.5141759075206204
210	3	0.0
211	43	0.46007056579270605
212	66	0.15305674166639846
215	18	0.0
216	17	0.06470833884155952
217	46	0.26322330931172666
218	78	0.09336388246267399
219	26	0.5531464700081437
220	3	0.0
221	6	0.0
223	13	0.0
225	9	0.21743701127756254
226	75	0.08251009795541103
227	24	0.24738635904833423
228	1	0.0
229	93	0.0334374913847135
230	31	0.0
231	41	0.19582115115601145
232	62	0.19960466530984552
233	40	0.08274602130532002
234	10	0.13012668333070057
235	37	0.605782506766195
236	28	0.0
237	20	0.0
238	1	0.37861765143359954
239	42	0.15249529603050513
240	103	0.21183381900690965
241	3	0.0
242	7	0.3154648767857287
243	17	0.2286467786054754
245	2	0.0
246	6	0.0
247	11	0.0
248	7	0.09165402792833295
249	11	0.5531464700081437
251	39	0.13886244387355454
253	85	0.24716774299591596
