user	degree	ndcg20
1	44	0.14713578708760724
2	38	0.303066534952762
3	4	0.0
4	39	0.23728410516952278
5	75	0.04275831251503157
6	19	0.0
8	21	0.1309019901681972
9	2	0.0
10	61	0.055331817379328484
11	40	0.5254391654188838
12	151	0.0
13	70	0.29170889260904
14	43	0.25284864320880185
15	20	0.0
16	8	0.6131471927654585
17	6	0.0
18	11	0.0
19	48	0.17610301188963984
20	7	0.123151194370365
21	11	0.18457569677956817
23	33	0.25324153682437417
24	3	0.0
25	1	0.0
26	171	0.3376401149489421
28	40	0.47591254245168846
29	18	0.0
30	9	0.0
32	3	0.0
33	15	0.0
34	16	0.11169867034027786
35	9	0.227670248696953
36	86	0.039274897462216886
38	21	0.11253888879546763
39	51	0.39038004999210174
40	138	0.0
41	12	0.0
42	21	0.2702001134673158
43	14	0.0
44	11	0.0
45	20	0.13291000263869587
46	40	0.0
47	95	0.2873168817295039
48	14	0.19670374182957595
49	48	0.05621908976192367
50	4	0.0
51	82	0.210734618770516
52	31	0.0
53	1	0.0
54	5	0.5802792108518124
55	2	0.0
56	91	0.0633561905873264
57	31	0.06724864386295124
58	47	0.3305526139617864
59	65	0.09586820699422145
62	36	0.0
63	32	0.35014830198348024
64	227	0.368624273566651
67	89	0.0
68	52	0.13877240275180996
69	13	0.21398626473452756
70	114	0.0
72	29	0.2897994995298628
73	21	0.0
74	16	0.0
75	361	0.20044786505368878
76	110	0.04105877938688906
77	35	0.0
78	79	0.1519475130972147
79	69	0.2902004069791368
81	42	0.0
82	16	0.6131471927654585
83	19	0.0
84	103	0.2907940876056083
85	52	0.0901000086523677
86	8	0.0
88	77	0.24566006528517212
89	63	0.3694626046952868
90	18	0.0
91	38	0.1260875781004091
92	3	0.0
93	79	0.11818820308517225
94	64	0.2039033674953903
95	10	0.0
96	2	0.0
97	14	0.0
98	3	0.43067655807339306
99	29	0.23270591556880624
100	33	0.2529427027676571
101	30	0.20453430723937177
102	146	0.18826448137692606
103	53	0.04908948394982233
104	8	0.20213367197610646
105	1	0.0
107	53	0.2935225031829562
108	41	0.10313834007270505
109	12	0.057504021086730125
110	55	0.10458910027216047
111	7	0.2960819109658653
112	11	0.0
113	14	0.0
114	50	0.24715145232935704
115	10	0.12011565579805132
116	1	0.26264953503719357
117	2	0.0
118	12	0.6309297535714574
119	23	0.43292617940918415
121	9	0.0
122	216	0.38633789478041264
123	13	0.0
124	105	0.3035186574308862
126	16	0.23463936301137828
127	85	0.2137710262710032
128	24	0.0
129	156	0.18042467779904023
130	186	0.20308965038371915
131	176	0.1889159331026405
132	12	0.08681077623592637
134	61	0.3254401270519321
135	15	0.14606834984270647
136	5	0.0
137	41	0.21398626473452756
138	17	0.1312050775123418
139	78	0.3308109331067052
140	11	0.5709767957395875
141	94	0.22875073994667866
142	104	0.348327301032558
143	16	0.0
144	6	0.0
145	60	0.21272109711589676
146	98	0.13132022565019139
147	8	0.30102999566398114
148	2	0.0
149	35	0.06362078819895171
151	8	0.0
152	64	0.3794448234460481
153	5	0.0
154	67	0.26630204377669175
156	31	0.07947838320659595
157	375	0.16097091853210382
158	47	0.41253177989255346
160	86	0.1893867195115431
163	7	0.0
164	19	0.09109240322345805
165	64	0.03515734407450263
167	9	0.9197207891481877
171	35	0.39685153690626235
172	45	0.2354078440015845
173	24	0.3026024134988135
174	9	0.0
175	8	0.0
177	18	0.3843771312479855
178	44	0.06943122193677727
181	13	0.6131471927654585
182	4	0.16569576576522954
183	19	0.0
184	39	0.18735286967047424
185	8	0.0
187	60	0.1251272971117578
188	65	0.0
189	173	0.2866059149089867
191	69	0.2951569120272403
192	20	0.18457569677956817
193	29	0.0
194	10	0.46927872602275655
196	27	0.6173196815056892
197	16	0.2765732350040718
198	3	0.0
199	23	0.0
200	2	0.0
201	27	0.13635251413582425
202	298	0.18418694233114494
203	3	0.0
205	76	0.2373152971652898
206	11	0.0
207	32	0.14545951826546977
208	102	0.5146690944326492
210	3	0.0
211	43	0.4488714689368579
212	66	0.07597375654860734
215	18	0.0
216	17	0.07219614103266733
217	46	0.2500828818899039
218	78	0.11781210270929884
219	26	0.5087403079104242
220	3	0.0
221	6	0.0
223	13	0.0
225	9	0.2685357229842324
226	75	0.06096191752734
227	24	0.28162497265977743
228	1	0.0
229	93	0.037306750366444645
230	31	0.0
231	41	0.17026155711984983
232	62	0.0
233	40	0.13743816645714543
234	10	0.33992039142832636
235	37	0.5946976087835997
236	28	0.0
237	20	0.0
238	1	0.392308411517336
239	42	0.14298396970517774
240	103	0.06117331537803187
241	3	0.0
242	7	0.26264953503719357
243	17	0.0
245	2	0.0
246	6	0.0
247	11	0.0
248	7	0.09803928583135704
249	11	0.5531464700081437
251	39	0.1100458831490401
253	85	0.18912155454996446
254	76	0.1442728405160099
255	117	0.08781355863956289
256	113	0.047346679877885774
257	13	0.1395953738647505
258	114	0.13696396708122924
259	74	0.21854618830756967
260	18	0.1548708168468542
262	63	0.1963579357992893
263	20	0.0
264	24	0.0
265	3	0.0
266	2	0.0
267	19	0.314880130667631
268	2	0.0
269	15	0.0
270	8	0.08479005131840404
271	19	0.16104282508920817
273	16	0.30657359638272924
274	4	0.0
275	10	0.0
276	7	0.18457569677956817
277	61	0.3800312526708592
278	82	0.39118282087747736
279	15	0.0
280	7	0.39038004999210174
281	32	0.10684080426179024
282	123	0.06117331537803187
283	108	0.17800742573397904
285	44	0.13743816645714543
286	46	0.04779446988744362
287	33	0.15958907712489634
288	10	0.19092086617893464
289	3	0.0
290	65	0.22545212212636456
292	66	0.20741333028265824
293	13	0.3519590445170674
294	12	0.4193377501585888
295	7	0.30657359638272924
297	21	0.0
299	113	0.0396210670558156
300	16	0.08671382849411972
301	51	0.11243817952384734
302	34	0.0
303	2	0.0
304	1	0.0
305	16	0.0
306	25	0.05278074934727936
307	19	0.0
308	2	0.0
309	5	0.3414801672731685
310	33	0.09791292534996782
311	6	0.0
312	21	0.34222207292834134
314	25	0.0
315	46	0.05157332053854645
317	5	0.2264098658246593
318	42	0.0
319	11	0.16812753627111748
320	18	0.23702805173785516
321	19	0.0
322	2	1.0
323	29	0.0
324	5	0.23719771276929624
327	5	0.6309297535714574
328	2	0.0
329	5	1.0
330	25	0.20438239758848614
331	3	0.5
332	49	0.06625422345438903
334	32	0.0
337	9	0.0
338	16	0.19928558497060067
339	53	0.0
340	23	0.11706259313796355
341	1	0.0
342	25	0.0
343	53	0.3381915979740705
344	11	0.0
345	5	0.0
346	35	0.2709622367664874
347	36	0.17342765698823945
349	60	0.06224258830844933
350	35	0.1782102981946514
351	5	0.0
352	7	0.0
353	1	0.23137821315975915
355	29	0.18156140612767924
356	15	0.16104282508920817
357	30	0.0740318445087683
358	5	0.541399668219907
361	110	0.1938519803933476
363	26	0.17525597411411087
364	71	0.0
365	24	0.0
366	10	0.23463936301137828
367	16	0.11751610475642713
368	30	0.07834851647149513
369	31	0.1175227747072427
370	13	0.0
371	10	0.0
373	18	0.2677751244855421
374	10	0.0
375	31	0.09785159463516042
376	10	0.14804095548293264
377	20	0.35711476273571624
379	19	0.29849003527675555
380	39	0.11706259313796355
381	12	0.0
382	57	0.13219333519486054
383	53	0.0
384	46	0.29295661713906945
385	71	0.0
386	18	0.35202887513557873
387	13	0.0
388	50	0.06077222973772036
389	9	0.0
391	25	0.07745351606183935
392	6	0.0
393	62	0.21774053379391775
394	194	0.1394194503644171
395	9	0.15130120674940675
398	7	0.6881032136063745
399	5	0.13012668333070057
400	9	0.0
401	41	0.04759023790187059
403	8	0.4632423659320676
404	18	0.0
405	22	0.0
406	7	0.17103308406771808
407	33	0.07055658259096848
409	119	0.3969587362598236
410	4	0.0
411	41	0.16389145308962333
412	51	0.233409706156685
413	32	0.06323567569191428
414	5	0.3333333333333333
415	5	0.0
416	31	0.09189894336865459
417	65	0.11174355549558568
418	10	0.6173196815056892
419	7	0.0
420	106	0.2714690085792643
421	213	0.27582900437532903
422	19	0.5585075862632193
423	11	0.0
424	9	0.27969934376166994
425	32	0.06912040963822194
426	5	0.43067655807339306
427	79	0.06545264526642977
428	13	0.10549558423511039
429	198	0.19645184912326583
430	59	0.19103119731452714
431	70	0.19092086617893464
432	81	0.0
433	60	0.0794986685104551
435	5	0.24057552069841268
436	30	0.08297572808511901
437	37	0.0
438	105	0.09335399548964865
439	79	0.38885078307710647
440	11	0.20210734650054762
441	20	0.08681077623592637
442	61	0.12946323173096355
443	102	0.0396210670558156
444	52	0.24550431444099385
445	33	0.09336388246267399
446	10	0.0
447	39	0.1376054471026584
448	12	0.38685280723454163
450	7	0.0
453	86	0.08961728720334346
454	69	0.44321186505829135
455	71	0.21944427855759766
456	20	0.06194403202282284
457	53	0.1284723110559451
458	166	0.23165732683700077
459	30	0.06016179456846957
460	74	0.21306005945048598
461	116	0.042737051177901574
462	13	0.14388670856766306
463	63	0.0
464	2	0.0
465	24	0.0
466	67	0.5759545458252421
467	14	0.24630238874073
468	27	0.0
469	7	0.0
470	26	0.16282663249631946
471	8	0.3562071871080222
472	23	0.19519002499605087
473	31	0.4440973278132557
474	7	0.0
476	14	0.0
477	29	0.05940343273155046
478	58	0.1398774359991163
479	5	0.0
480	17	0.0
481	6	0.16104282508920817
482	13	0.0
483	20	0.0794570794327674
484	13	0.06889356673757308
485	25	0.0
486	7	0.0
487	37	0.06065881345112159
488	31	0.0
489	12	0.0
490	4	0.0
491	11	0.0
493	16	0.0
494	53	0.27277641344436815
495	25	0.27487633291429087
